id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
1 512.59 507.69 0.61508 0.74268 0.63035 25 0 1.0445e+05 16.591 -3.0497
2 5.9151 514.58 0.38567 0.30122 0.11794 25 0 727 1.1015 -0.10495
3 1017.1 514.49 0.66809 0.25156 0.26682 25 0 631.75 1.0522 -0.055219
4 444.31 575.54 0.55251 0.014526 0.062052 25 0 31200 77.481 -4.723
5 951.82 921.14 0.49342 0.36662 0.071281 25 0 576.02 1.4136 -0.37583
