id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
1 781.33 249.3 0.53208 0.0063773 -0.18803 25 0 717.15 1.0946 -0.098119
2 785.98 251.86 0.61836 -0.13473 -0.3401 25 0 697.78 1.1426 -0.14472
3 597.38 572.45 0.22359 0.64379 0.85853 25 0 1110.4 1.0029 -0.0031774
3 510.23 515.82 0.97529 -0.38653 -0.77903 25 0 12083 17.946 -3.1349
