id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
1 563.11 498.63 0.91521 0.38347 -0.15804 25 0 771.99 2.0998 -0.80542
2 509.31 509.51 0.96655 0.17601 -0.081912 25 0 7816.7 32.073 -3.7654
3 593.71 822.5 0.2295 0.225 -0.055595 25 0 444.92 1.1222 -0.1252
